ts,step,dt_ms,tok_per_s,loss,peak_gib
1787726420.263,473,55.8,18344,10.9248,1.52
1787726420.319,474,55.9,18328,10.9302,1.52
1787726420.375,475,55.8,18356,10.9716,1.52
1787726420.431,476,55.8,18346,10.9670,1.52
1787726420.487,477,55.8,18340,10.9720,1.52
1787726420.543,478,55.8,18338,10.9584,1.52
1787726420.599,479,55.9,18332,10.9821,1.52
1787726420.655,480,55.9,18332,10.9967,1.52
1787726420.711,481,55.9,18315,10.9783,1.52
1787726420.767,482,55.9,18331,10.9771,1.52
1787726420.823,483,55.8,18342,10.9616,1.52
1787726420.879,484,55.8,18343,10.9616,1.52
1787726420.935,485,55.8,18354,10.9650,1.52
1787726420.991,486,55.9,18322,10.9872,1.52
1787726421.047,487,55.9,18334,10.9856,1.52
1787726421.103,488,55.8,18354,10.9902,1.52
1787726421.159,489,55.8,18343,10.9441,1.52
1787726421.215,490,55.8,18343,10.9782,1.52
1787726421.271,491,55.8,18339,10.9791,1.52
1787726421.327,492,55.8,18337,10.9489,1.52
1787726421.382,493,55.8,18341,10.9679,1.52
1787726421.438,494,55.8,18344,10.9901,1.52
1787726421.494,495,55.8,18338,10.9654,1.52
1787726421.550,496,55.9,18323,10.9622,1.52
1787726421.606,497,55.9,18327,10.9802,1.52
1787726421.662,498,55.8,18339,11.0130,1.52
1787726421.718,499,55.9,18322,10.9433,1.52
1787726421.774,500,55.8,18336,10.9832,1.52
1787726421.830,501,55.9,18334,10.9668,1.52
1787726421.886,502,55.8,18341,10.9645,1.52
1787726421.942,503,55.9,18335,10.9749,1.52
1787726421.999,504,56.1,18264,10.9859,1.52
1787726422.055,505,55.9,18304,10.9766,1.52
1787726422.111,506,55.8,18347,10.9858,1.52
1787726422.167,507,55.8,18337,10.9706,1.52
1787726422.223,508,55.8,18345,10.9549,1.52
1787726422.279,509,55.8,18349,10.9650,1.52
1787726422.334,510,55.7,18372,10.9544,1.52
1787726422.390,511,55.3,18505,10.9717,1.52
1787726422.445,512,55.3,18502,10.9195,1.52
1787726422.501,513,55.3,18511,10.9779,1.52
1787726422.556,514,55.3,18503,10.9685,1.52
1787726422.612,515,55.4,18493,10.9366,1.52
1787726422.667,516,55.4,18497,10.9296,1.52
1787726422.723,517,55.5,18452,10.9664,1.52
1787726422.778,518,55.4,18495,10.9599,1.52
1787726422.834,519,55.3,18517,11.0034,1.52
1787726422.889,520,55.4,18495,10.9666,1.52
1787726422.945,521,55.4,18492,10.9621,1.52
1787726423.000,522,55.4,18494,10.9542,1.52
1787726423.056,523,55.4,18491,10.9681,1.52
1787726423.111,524,55.3,18506,10.9772,1.52
1787726423.167,525,55.4,18494,10.9753,1.52
1787726423.222,526,55.3,18505,10.9573,1.52
1787726423.278,527,55.3,18515,11.0060,1.52
1787726423.333,528,55.4,18483,10.9555,1.52
1787726423.389,529,55.3,18509,10.9672,1.52
1787726423.444,530,55.3,18505,10.9808,1.52
1787726423.500,531,55.3,18514,10.9766,1.52
1787726423.555,532,55.4,18500,10.9627,1.52
1787726423.610,533,55.4,18500,10.9450,1.52
1787726423.666,534,55.4,18493,10.9771,1.52
1787726423.722,535,55.4,18490,10.9782,1.52
1787726423.777,536,55.4,18500,10.9577,1.52
1787726423.832,537,55.3,18507,10.9425,1.52
1787726423.888,538,55.4,18484,10.9699,1.52
1787726423.943,539,55.3,18510,10.9624,1.52
1787726423.999,540,55.6,18425,10.9689,1.52
1787726424.055,541,55.4,18489,10.9364,1.52
1787726424.110,542,55.3,18510,10.9969,1.52
1787726424.166,543,55.4,18496,10.9448,1.52
1787726424.221,544,55.4,18500,10.9815,1.52
1787726424.277,545,55.3,18515,10.9895,1.52
1787726424.332,546,55.4,18491,10.9664,1.52
1787726424.388,547,55.4,18482,10.9701,1.52
1787726424.443,548,55.3,18501,10.9615,1.52
1787726424.498,549,55.3,18506,10.9921,1.52
1787726424.554,550,55.3,18517,10.9971,1.52
1787726424.609,551,55.3,18506,10.9718,1.52
1787726424.665,552,55.3,18510,10.9530,1.52
1787726424.720,553,55.4,18471,10.9608,1.52
1787726424.776,554,55.4,18496,10.9741,1.52
