ts,step,dt_ms,tok_per_s,loss,peak_gib,gated_ms
1787731330.682,279,18.1,56683,10.9827,1.52,0.0
1787731330.699,280,17.8,57661,10.9904,1.52,0.0
1787731330.718,281,17.9,57096,10.9672,1.52,0.0
1787731330.736,282,17.8,57498,10.9861,1.52,0.0
1787731330.754,283,17.9,57075,10.9934,1.52,0.0
1787731330.771,284,17.8,57549,10.9716,1.52,0.0
1787731330.790,285,18.0,56921,11.0021,1.52,0.0
1787731330.807,286,17.8,57537,10.9800,1.52,0.0
1787731330.826,287,18.1,56619,10.9851,1.52,0.0
1787731330.843,288,17.4,58819,10.9875,1.52,0.0
1787731330.861,289,17.7,57963,10.9788,1.52,0.0
1787731330.878,290,17.4,59015,10.9902,1.52,0.0
1787731330.896,291,17.6,58079,10.9651,1.52,0.0
1787731330.914,292,17.3,59036,10.9749,1.52,0.0
1787731330.931,293,17.6,58090,10.9697,1.52,0.0
1787731330.949,294,17.4,58835,11.0164,1.52,0.0
1787731330.967,295,17.5,58432,10.9859,1.52,0.0
1787731330.984,296,17.4,58855,11.0157,1.52,0.0
1787731331.002,297,17.6,58230,10.9588,1.52,0.0
1787731331.019,298,17.5,58399,10.9630,1.52,0.0
1787731331.037,299,17.6,58105,10.9687,1.52,0.0
1787731331.055,300,17.3,59059,10.9711,1.52,0.0
1787731331.072,301,17.6,58208,11.0165,1.52,0.0
1787731331.090,302,17.4,58950,10.9882,1.52,0.0
1787731331.107,303,17.6,58174,10.9501,1.52,0.0
1787731331.125,304,17.4,58962,10.9876,1.52,0.0
1787731331.143,305,17.6,58190,10.9930,1.52,0.0
1787731331.160,306,17.3,59179,10.9615,1.52,0.0
1787731331.178,307,17.6,58175,10.9908,1.52,0.0
1787731331.195,308,17.4,58809,10.9578,1.52,0.0
1787731331.213,309,17.6,58146,10.9633,1.52,0.0
1787731331.230,310,17.3,59094,10.9657,1.52,0.0
1787731331.248,311,17.6,58028,10.9846,1.52,0.0
1787731331.266,312,17.4,58798,10.9939,1.52,0.0
1787731331.283,313,17.6,58191,10.9593,1.52,0.0
1787731331.301,314,17.3,59039,10.9779,1.52,0.0
1787731331.319,315,17.6,58227,10.9918,1.52,0.0
1787731331.336,316,17.4,58998,10.9994,1.52,0.0
1787731331.354,317,17.8,57623,10.9992,1.52,0.0
1787731331.371,318,17.4,58978,10.9820,1.52,0.0
1787731331.389,319,17.6,58171,10.9866,1.52,0.0
1787731331.407,320,17.4,58954,10.9659,1.52,0.0
1787731331.424,321,17.6,58291,10.9741,1.52,0.0
1787731331.442,322,17.4,58894,10.9804,1.52,0.0
1787731331.460,323,17.6,58307,10.9762,1.52,0.0
1787731331.477,324,17.4,59004,10.9921,1.52,0.0
1787731331.495,325,17.6,58081,10.9863,1.52,0.0
1787731331.512,326,17.5,58493,10.9457,1.52,0.0
1787731331.530,327,17.6,58126,10.9785,1.52,0.0
1787731331.548,328,17.4,58888,10.9398,1.52,0.0
1787731331.565,329,17.6,58167,10.9686,1.52,0.0
1787731331.583,330,17.4,58964,10.9715,1.52,0.0
1787731331.600,331,17.6,58291,11.0114,1.52,0.0
1787731331.618,332,17.4,58935,10.9653,1.52,0.0
1787731331.636,333,17.6,58115,10.9912,1.52,0.0
1787731331.653,334,17.3,59040,10.9741,1.52,0.0
1787731331.671,335,17.6,58302,10.9882,1.52,0.0
1787731331.689,336,17.7,57783,10.9700,1.52,0.0
1787731331.706,337,17.5,58350,11.0093,1.52,0.0
1787731331.724,338,17.3,59077,10.9599,1.52,0.0
1787731331.741,339,17.5,58350,10.9927,1.52,0.0
1787731331.759,340,17.4,58848,11.0018,1.52,0.0
1787731331.777,341,17.6,58263,11.0019,1.52,0.0
1787731332.384,342,607.7,1685,10.9866,1.52,0.0
1787731333.009,343,624.7,1639,10.9884,1.52,0.0
1787731333.070,344,60.5,16921,10.9857,1.52,0.0
1787731333.093,345,22.9,44631,10.9910,1.52,0.0
1787731333.112,346,18.2,56315,10.9909,1.52,0.0
1787731333.130,347,17.8,57651,10.9665,1.52,0.0
1787731333.147,348,17.5,58669,10.9859,1.52,0.0
1787731333.165,349,18.1,56654,10.9817,1.52,0.0
1787731333.183,350,17.5,58395,11.0247,1.52,0.0
1787731333.201,351,17.8,57638,10.9564,1.52,0.0
1787731333.219,352,17.7,57770,10.9822,1.52,0.0
1787731333.237,353,18.3,55979,10.9654,1.52,0.0
1787731333.256,354,18.4,55676,10.9754,1.52,0.0
1787731333.274,355,18.5,55454,10.9894,1.52,0.0
1787731333.292,356,18.1,56730,10.9518,1.52,0.0
1787731333.311,357,18.2,56183,10.9450,1.52,0.0
1787731333.329,358,17.9,57207,10.9910,1.52,0.0
1787731333.347,359,18.3,55823,11.0076,1.52,0.0
1787731333.365,360,17.8,57380,10.9927,1.52,0.0
1787731333.384,361,18.0,56915,10.9712,1.52,0.0
1787731333.402,362,17.8,57385,10.9762,1.52,0.0
1787731333.420,363,17.9,57084,10.9850,1.52,0.0
1787731333.438,364,17.8,57629,10.9582,1.52,0.0
1787731333.456,365,18.0,56927,10.9781,1.52,0.0
1787731333.474,366,17.8,57550,10.9630,1.52,0.0
1787731333.492,367,18.0,56876,10.9746,1.52,0.0
1787731333.510,368,18.0,56900,10.9981,1.52,0.0
1787731333.528,369,17.9,57364,10.9684,1.52,0.0
1787731333.546,370,17.7,57786,10.9840,1.52,0.0
1787731333.564,371,17.9,57157,10.9573,1.52,0.0
1787731333.582,372,17.9,57322,10.9845,1.52,0.0
1787731333.600,373,18.0,56973,10.9578,1.52,0.0
1787731333.618,374,17.9,57272,10.9577,1.52,0.0
1787731333.636,375,17.9,57117,10.9582,1.52,0.0
1787731333.654,376,17.8,57623,10.9544,1.52,0.0
1787731333.672,377,17.9,57052,10.9701,1.52,0.0
1787731333.690,378,17.8,57515,10.9349,1.52,0.0
1787731333.708,379,18.0,57012,11.0004,1.52,0.0
1787731333.726,380,17.8,57436,10.9530,1.52,0.0
1787731333.744,381,17.9,57106,10.9732,1.52,0.0
1787731333.762,382,17.8,57644,10.9591,1.52,0.0
1787731333.780,383,17.9,57140,10.9920,1.52,0.0
1787731333.798,384,17.7,57741,10.9720,1.52,0.0
1787731333.816,385,17.9,57064,10.9672,1.52,0.0
1787731333.834,386,17.9,57166,10.9492,1.52,0.0
1787731333.852,387,18.0,56947,10.9997,1.52,0.0
1787731333.870,388,17.9,57195,10.9517,1.52,0.0
1787731333.888,389,17.9,57167,10.9606,1.52,0.0
1787731333.906,390,17.8,57630,10.9418,1.52,0.0
1787731333.924,391,18.0,57010,10.9877,1.52,0.0
1787731333.942,392,17.8,57429,10.9708,1.52,0.0
1787731333.961,393,18.7,54672,10.9691,1.52,0.0
1787731333.978,394,17.5,58663,10.9841,1.52,0.0
1787731333.996,395,17.8,57641,10.9794,1.52,0.0
1787731334.014,396,17.7,57915,11.0197,1.52,0.0
1787731334.032,397,17.9,57243,10.9753,1.52,0.0
1787731334.050,398,17.7,57723,10.9899,1.52,0.0
1787731334.068,399,18.0,56954,11.0281,1.52,0.0
1787731334.086,400,17.8,57624,10.9912,1.52,0.0
1787731334.104,401,17.9,57057,10.9448,1.52,0.0
1787731334.122,402,17.7,57699,10.9812,1.52,0.0
1787731334.140,403,18.0,56996,11.0026,1.52,0.0
1787731334.158,404,17.8,57569,10.9881,1.52,0.0
1787731334.176,405,18.0,56987,10.9630,1.52,0.0
1787731334.194,406,17.8,57587,10.9560,1.52,0.0
1787731334.212,407,18.0,56893,11.0023,1.52,0.0
1787731334.230,408,18.1,56556,10.9749,1.52,0.0
1787731334.248,409,17.9,57163,10.9908,1.52,0.0
1787731334.267,410,18.6,55044,10.9886,1.52,0.0
1787731334.285,411,18.7,54743,10.9632,1.52,0.0
1787731334.304,412,18.0,56840,10.9571,1.52,0.0
1787731334.322,413,17.9,57075,10.9840,1.52,0.0
